city,country,latitude,longitude,timestamp_utc,aqi,co,no,no2,o3,so2,pm25,pm10,nh3
Berlin,DE,52.52,13.405,2026-01-28 15:00:00+00:00,2,287.72,0.83,16.99,22.72,4.25,12.01,14.45,0.23
Berlin,DE,52.52,13.405,2026-01-28 16:00:00+00:00,2,284.2,0.13,16.88,23.26,4.01,10.58,12.81,0.25
Berlin,DE,52.52,13.405,2026-01-28 17:00:00+00:00,1,284.64,0.03,16.61,22.89,3.88,9.57,11.72,0.28
Berlin,DE,52.52,13.405,2026-01-28 18:00:00+00:00,1,290.08,0.03,16.87,21.06,4.36,9.22,11.43,0.38
Berlin,DE,52.52,13.405,2026-01-28 19:00:00+00:00,1,297.89,0.04,17.33,18.48,4.75,9.06,11.39,0.46
Berlin,DE,52.52,13.405,2026-01-28 20:00:00+00:00,1,308.32,0.04,17.73,16.8,5.01,9.09,11.53,0.51
Berlin,DE,52.52,13.405,2026-01-28 21:00:00+00:00,1,315.77,0.04,17.67,16.46,5.2,9.25,11.76,0.54
Berlin,DE,52.52,13.405,2026-01-28 22:00:00+00:00,1,318.65,0.04,17.25,16.86,5.41,9.64,12.18,0.54
Berlin,DE,52.52,13.405,2026-01-28 23:00:00+00:00,2,320.73,0.02,16.78,17.15,5.64,10.31,12.88,0.52
Berlin,DE,52.52,13.405,2026-01-29 00:00:00+00:00,2,321.68,0.01,16.42,17.1,5.95,11.19,13.8,0.49
Berlin,DE,52.52,13.405,2026-01-29 01:00:00+00:00,2,319.75,0.01,16.04,17.14,6.29,12.06,14.71,0.47
Berlin,DE,52.52,13.405,2026-01-29 02:00:00+00:00,2,316.93,0.01,15.54,17.75,6.55,12.75,15.43,0.43
Berlin,DE,52.52,13.405,2026-01-29 03:00:00+00:00,2,311.47,0.01,14.87,18.88,6.66,13.13,15.79,0.39
Berlin,DE,52.52,13.405,2026-01-29 04:00:00+00:00,2,304.12,0.01,14.06,20.38,6.6,13.17,15.77,0.36
Berlin,DE,52.52,13.405,2026-01-29 05:00:00+00:00,2,296.77,0.01,13.35,22.24,6.43,13.01,15.55,0.35
Berlin,DE,52.52,13.405,2026-01-29 06:00:00+00:00,2,291.3,0.02,13.12,23.95,6.3,12.8,15.31,0.35
Berlin,DE,52.52,13.405,2026-01-29 07:00:00+00:00,2,285.88,0.03,13.31,25.15,6.19,12.47,14.84,0.36
Berlin,DE,52.52,13.405,2026-01-29 08:00:00+00:00,2,281.9,0.07,13.43,26.0,5.96,11.99,14.18,0.38
Berlin,DE,52.52,13.405,2026-01-29 09:00:00+00:00,2,279.3,0.39,13.3,27.25,5.79,11.63,13.7,0.41
Berlin,DE,52.52,13.405,2026-01-29 10:00:00+00:00,2,278.33,0.75,12.94,28.34,5.72,11.31,13.24,0.45
Berlin,DE,52.52,13.405,2026-01-29 11:00:00+00:00,2,278.35,1.07,12.47,28.96,5.66,11.1,12.92,0.49
Berlin,DE,52.52,13.405,2026-01-29 12:00:00+00:00,2,279.39,1.19,12.38,28.77,5.7,11.1,12.91,0.54
Berlin,DE,52.52,13.405,2026-01-29 13:00:00+00:00,2,280.64,1.02,12.86,28.11,5.74,11.19,12.85,0.59
Berlin,DE,52.52,13.405,2026-01-29 14:00:00+00:00,2,281.75,0.64,13.68,26.99,5.59,11.24,12.76,0.65
Berlin,DE,52.52,13.405,2026-01-29 15:00:00+00:00,2,282.85,0.29,14.47,25.93,5.56,11.25,12.73,0.73
Berlin,DE,52.52,13.405,2026-01-29 16:00:00+00:00,2,283.41,0.09,15.06,25.12,5.66,11.18,12.65,0.8
Berlin,DE,52.52,13.405,2026-01-29 17:00:00+00:00,2,283.42,0.05,15.33,24.64,5.68,11.11,12.48,0.82
Berlin,DE,52.52,13.405,2026-01-29 18:00:00+00:00,2,283.55,0.05,15.48,24.15,5.75,11.15,12.42,0.83
Berlin,DE,52.52,13.405,2026-01-29 19:00:00+00:00,2,283.42,0.05,15.66,23.55,6.04,11.3,12.53,0.85
Berlin,DE,52.52,13.405,2026-01-29 20:00:00+00:00,2,282.9,0.06,15.92,22.98,6.33,11.49,12.67,0.88
Berlin,DE,52.52,13.405,2026-01-29 21:00:00+00:00,2,282.76,0.06,16.24,22.47,6.46,11.68,12.81,0.91
Berlin,DE,52.52,13.405,2026-01-29 22:00:00+00:00,2,283.69,0.07,16.56,21.8,6.33,11.87,12.97,0.94
Berlin,DE,52.52,13.405,2026-01-29 23:00:00+00:00,2,284.29,0.06,16.69,21.29,6.06,12.08,13.14,0.98
Berlin,DE,52.52,13.405,2026-01-30 00:00:00+00:00,2,285.78,0.05,16.63,20.99,5.85,12.35,13.37,1.0
Berlin,DE,52.52,13.405,2026-01-30 01:00:00+00:00,2,289.14,0.05,16.66,20.51,5.68,12.84,13.98,1.13
Berlin,DE,52.52,13.405,2026-01-30 02:00:00+00:00,2,293.5,0.07,16.85,19.74,5.91,13.57,15.01,1.34
Berlin,DE,52.52,13.405,2026-01-30 03:00:00+00:00,2,298.88,0.1,17.2,18.75,6.23,14.38,16.18,1.54
Berlin,DE,52.52,13.405,2026-01-30 04:00:00+00:00,2,302.85,0.12,17.6,17.7,6.45,15.12,17.18,1.66
Berlin,DE,52.52,13.405,2026-01-30 05:00:00+00:00,2,307.81,0.18,18.17,16.61,6.45,15.72,17.85,1.68
Berlin,DE,52.52,13.405,2026-01-30 06:00:00+00:00,2,315.92,0.43,19.44,15.14,6.48,16.33,18.39,1.67
Berlin,DE,52.52,13.405,2026-01-30 07:00:00+00:00,2,326.44,0.91,21.15,13.35,6.56,16.9,18.84,1.66
Berlin,DE,52.52,13.405,2026-01-30 08:00:00+00:00,2,334.82,1.7,22.14,12.22,6.66,17.37,19.29,1.65
Berlin,DE,52.52,13.405,2026-01-30 09:00:00+00:00,2,341.29,3.26,21.47,13.22,6.78,17.73,19.66,1.59
Berlin,DE,52.52,13.405,2026-01-30 10:00:00+00:00,2,346.2,5.39,19.45,15.56,6.91,17.83,19.86,1.54
Berlin,DE,52.52,13.405,2026-01-30 11:00:00+00:00,2,348.8,6.87,18.11,16.97,6.52,17.74,19.92,1.19
Berlin,DE,52.52,13.405,2026-01-30 12:00:00+00:00,2,349.87,7.61,17.71,17.43,5.73,17.59,19.9,0.92
Berlin,DE,52.52,13.405,2026-01-30 13:00:00+00:00,2,352.93,7.65,18.38,17.12,5.18,17.59,20.01,0.73
Berlin,DE,52.52,13.405,2026-01-30 14:00:00+00:00,2,351.21,6.41,20.4,15.29,4.91,17.34,19.8,0.58
Berlin,DE,52.52,13.405,2026-01-30 15:00:00+00:00,2,348.24,4.49,23.09,12.8,4.85,16.77,19.25,0.49
Berlin,DE,52.52,13.405,2026-01-30 16:00:00+00:00,2,344.15,2.33,26.03,10.18,4.79,16.09,18.6,0.45
Berlin,DE,52.52,13.405,2026-01-30 17:00:00+00:00,2,342.05,1.81,26.72,9.9,5.43,15.48,18.11,0.63
Berlin,DE,52.52,13.405,2026-01-30 18:00:00+00:00,2,342.83,1.84,26.69,10.59,6.7,15.14,18.0,0.92
Berlin,DE,52.52,13.405,2026-01-30 19:00:00+00:00,2,342.34,1.71,26.55,11.08,7.9,14.89,18.0,1.13
Berlin,DE,52.52,13.405,2026-01-30 20:00:00+00:00,2,342.34,1.39,26.58,11.37,8.51,14.78,18.07,1.19
Berlin,DE,52.52,13.405,2026-01-30 21:00:00+00:00,2,342.09,1.02,26.79,11.48,8.35,14.71,18.11,1.01
Berlin,DE,52.52,13.405,2026-01-30 22:00:00+00:00,2,342.93,0.66,27.15,11.35,8.31,14.68,18.18,0.96
Berlin,DE,52.52,13.405,2026-01-30 23:00:00+00:00,2,342.09,0.4,27.13,11.43,8.23,14.7,18.29,1.0
Berlin,DE,52.52,13.405,2026-01-31 00:00:00+00:00,2,338.61,0.2,26.51,11.98,8.57,14.85,18.54,1.13
Berlin,DE,52.52,13.405,2026-01-31 01:00:00+00:00,2,334.94,0.12,25.52,12.58,8.55,15.22,18.98,1.24
Berlin,DE,52.52,13.405,2026-01-31 02:00:00+00:00,2,331.7,0.12,24.58,13.19,8.42,15.83,19.64,1.34
Berlin,DE,52.52,13.405,2026-01-31 03:00:00+00:00,2,328.47,0.12,23.57,13.89,8.34,16.52,20.37,1.41
Berlin,DE,52.52,13.405,2026-01-31 04:00:00+00:00,2,323.16,0.12,22.5,14.67,8.28,17.19,21.05,1.42
Berlin,DE,52.52,13.405,2026-01-31 05:00:00+00:00,2,318.3,0.13,21.72,15.4,8.36,17.74,21.59,1.41
Berlin,DE,52.52,13.405,2026-01-31 06:00:00+00:00,2,316.21,0.26,21.6,15.72,8.6,18.13,21.97,1.4
Berlin,DE,52.52,13.405,2026-01-31 07:00:00+00:00,2,313.89,0.46,21.85,15.69,8.82,18.21,22.06,1.39
Berlin,DE,52.52,13.405,2026-01-31 08:00:00+00:00,2,310.7,1.12,21.33,16.79,8.94,18.08,21.9,1.37
Berlin,DE,52.52,13.405,2026-01-31 09:00:00+00:00,2,304.85,3.29,18.38,21.52,9.04,17.75,21.54,1.29
Berlin,DE,52.52,13.405,2026-01-31 10:00:00+00:00,2,293.91,4.46,15.33,26.21,9.12,17.11,20.84,0.9
Berlin,DE,52.52,13.405,2026-01-31 11:00:00+00:00,2,283.83,4.7,13.83,29.0,9.07,16.43,20.12,0.79
Berlin,DE,52.52,13.405,2026-01-31 12:00:00+00:00,2,273.4,4.27,13.49,30.69,8.85,15.53,19.19,0.74
Berlin,DE,52.52,13.405,2026-01-31 13:00:00+00:00,2,264.43,3.59,13.7,32.28,8.75,14.55,18.2,0.76
Berlin,DE,52.52,13.405,2026-01-31 14:00:00+00:00,2,256.39,2.7,14.36,33.19,8.44,13.47,17.07,0.86
Berlin,DE,52.52,13.405,2026-01-31 15:00:00+00:00,2,249.26,1.55,15.47,33.46,8.26,12.2,15.7,1.03
Berlin,DE,52.52,13.405,2026-01-31 16:00:00+00:00,2,241.42,0.3,16.7,33.29,8.3,10.8,14.16,1.29
Berlin,DE,52.52,13.405,2026-01-31 17:00:00+00:00,1,238.13,0.04,16.77,34.24,8.41,9.73,12.96,1.56
Berlin,DE,52.52,13.405,2026-01-31 18:00:00+00:00,1,237.83,0.03,16.5,35.13,8.64,9.08,12.23,1.75
Berlin,DE,52.52,13.405,2026-01-31 19:00:00+00:00,1,235.68,0.03,16.07,35.46,8.81,8.53,11.61,1.86
Berlin,DE,52.52,13.405,2026-01-31 20:00:00+00:00,1,235.66,0.03,15.74,35.82,8.9,8.19,11.23,1.97
Berlin,DE,52.52,13.405,2026-01-31 21:00:00+00:00,1,236.35,0.03,15.46,35.97,8.91,7.99,11.0,2.05
Berlin,DE,52.52,13.405,2026-01-31 22:00:00+00:00,1,237.24,0.04,15.34,35.49,8.76,7.96,10.95,2.18
Berlin,DE,52.52,13.405,2026-01-31 23:00:00+00:00,1,237.94,0.03,15.06,35.34,8.42,7.98,10.98,2.36
Berlin,DE,52.52,13.405,2026-02-01 00:00:00+00:00,1,236.77,0.02,14.41,35.69,8.08,7.97,11.0,2.5
Berlin,DE,52.52,13.405,2026-02-01 01:00:00+00:00,1,234.72,0.02,13.78,36.0,7.8,7.93,11.03,2.67
Berlin,DE,52.52,13.405,2026-02-01 02:00:00+00:00,1,232.48,0.02,13.24,36.38,7.65,7.9,11.05,2.78
Berlin,DE,52.52,13.405,2026-02-01 03:00:00+00:00,1,229.93,0.01,12.62,36.95,7.61,7.87,11.06,2.76
Berlin,DE,52.52,13.405,2026-02-01 04:00:00+00:00,1,225.89,0.01,11.75,38.1,7.86,7.84,11.12,2.5
Berlin,DE,52.52,13.405,2026-02-01 05:00:00+00:00,1,224.18,0.01,11.42,38.67,8.07,7.99,11.35,2.36
Berlin,DE,52.52,13.405,2026-02-01 06:00:00+00:00,1,226.79,0.02,12.18,38.19,8.45,8.41,11.89,2.3
Berlin,DE,52.52,13.405,2026-02-01 07:00:00+00:00,1,231.62,0.04,13.7,36.98,8.94,8.95,12.56,2.26
Berlin,DE,52.52,13.405,2026-02-01 08:00:00+00:00,1,235.42,0.2,14.84,36.16,9.34,9.37,13.09,2.19
Berlin,DE,52.52,13.405,2026-02-01 09:00:00+00:00,1,237.36,1.02,15.09,37.34,9.62,9.62,13.4,2.13
Berlin,DE,52.52,13.405,2026-02-01 10:00:00+00:00,1,238.92,2.25,14.28,39.37,9.8,9.76,13.59,2.08
Berlin,DE,52.52,13.405,2026-02-01 11:00:00+00:00,1,238.24,2.99,13.46,40.52,9.85,9.72,13.6,1.99
Berlin,DE,52.52,13.405,2026-02-01 12:00:00+00:00,1,235.85,3.13,13.35,40.94,9.58,9.56,13.49,1.68
Berlin,DE,52.52,13.405,2026-02-01 13:00:00+00:00,1,235.72,3.2,13.55,41.64,9.7,9.55,13.6,1.59
Berlin,DE,52.52,13.405,2026-02-01 14:00:00+00:00,1,235.05,2.34,15.14,40.4,10.06,9.53,13.67,1.69
Berlin,DE,52.52,13.405,2026-02-01 15:00:00+00:00,1,234.7,1.17,17.07,38.6,10.57,9.44,13.66,1.89
Berlin,DE,52.52,13.405,2026-02-01 16:00:00+00:00,1,235.27,0.21,18.58,37.06,10.96,9.26,13.51,2.04
Berlin,DE,52.52,13.405,2026-02-01 17:00:00+00:00,1,238.0,0.03,19.08,36.36,11.33,9.31,13.59,2.18
Berlin,DE,52.52,13.405,2026-02-01 18:00:00+00:00,1,243.49,0.04,19.66,35.51,11.74,9.72,14.04,2.32
Berlin,DE,52.52,13.405,2026-02-01 19:00:00+00:00,2,249.0,0.04,20.18,34.37,12.09,10.3,14.64,2.42
Berlin,DE,52.52,13.405,2026-02-01 20:00:00+00:00,2,254.6,0.05,20.51,33.75,12.28,10.94,15.27,2.53
Berlin,DE,52.52,13.405,2026-02-01 21:00:00+00:00,2,258.66,0.05,20.56,33.5,12.33,11.51,15.81,2.6
Berlin,DE,52.52,13.405,2026-02-01 22:00:00+00:00,2,260.93,0.04,20.31,33.56,12.25,11.99,16.23,2.65
Berlin,DE,52.52,13.405,2026-02-01 23:00:00+00:00,2,260.64,0.02,19.54,34.01,12.0,12.3,16.43,2.66
Berlin,DE,52.52,13.405,2026-02-02 00:00:00+00:00,2,260.21,0.01,18.68,34.65,11.76,12.52,16.57,2.66
Berlin,DE,52.52,13.405,2026-02-02 01:00:00+00:00,2,259.78,0.01,17.85,35.08,11.54,12.79,16.79,2.66
Berlin,DE,52.52,13.405,2026-02-02 02:00:00+00:00,2,258.3,0.01,16.99,35.49,11.38,13.07,17.09,2.66
Berlin,DE,52.52,13.405,2026-02-02 03:00:00+00:00,2,256.57,0.0,16.09,35.94,11.33,13.31,17.39,2.62
Berlin,DE,52.52,13.405,2026-02-02 04:00:00+00:00,2,252.33,0.0,15.13,36.4,11.36,13.35,17.53,2.54
Berlin,DE,52.52,13.405,2026-02-02 05:00:00+00:00,2,249.45,0.01,14.61,36.51,11.26,13.35,17.58,2.53
Berlin,DE,52.52,13.405,2026-02-02 06:00:00+00:00,2,251.07,0.02,15.27,35.86,11.43,13.51,17.81,2.57
Berlin,DE,52.52,13.405,2026-02-02 07:00:00+00:00,2,256.86,0.04,16.9,34.27,11.78,13.81,18.17,2.61
Berlin,DE,52.52,13.405,2026-02-02 08:00:00+00:00,2,261.8,0.23,18.22,33.2,12.21,14.09,18.51,2.61
Berlin,DE,52.52,13.405,2026-02-02 09:00:00+00:00,2,264.15,1.19,18.39,34.74,12.62,14.25,18.67,2.54
Berlin,DE,52.52,13.405,2026-02-02 10:00:00+00:00,2,262.51,2.35,17.27,37.63,13.04,14.05,18.39,2.37
Berlin,DE,52.52,13.405,2026-02-02 11:00:00+00:00,2,259.83,3.37,15.94,39.95,13.22,13.82,18.09,2.2
Berlin,DE,52.52,13.405,2026-02-02 12:00:00+00:00,2,256.9,3.74,15.23,41.36,13.12,13.68,17.97,2.02
Berlin,DE,52.52,13.405,2026-02-02 13:00:00+00:00,2,254.26,3.57,14.95,43.58,13.21,13.46,17.73,1.96
Berlin,DE,52.52,13.405,2026-02-02 14:00:00+00:00,2,252.55,2.83,15.74,43.57,13.1,13.31,17.58,1.98
Berlin,DE,52.52,13.405,2026-02-02 15:00:00+00:00,2,252.55,1.59,17.37,42.04,13.17,13.07,17.33,2.08
Berlin,DE,52.52,13.405,2026-02-02 16:00:00+00:00,2,252.38,0.24,18.97,39.87,13.33,12.63,16.84,2.23
Berlin,DE,52.52,13.405,2026-02-02 17:00:00+00:00,2,252.41,0.01,18.67,39.14,13.46,12.28,16.42,2.3
Berlin,DE,52.52,13.405,2026-02-02 18:00:00+00:00,2,252.64,0.01,17.96,39.22,13.78,12.06,16.14,2.32
Berlin,DE,52.52,13.405,2026-02-02 19:00:00+00:00,2,250.32,0.01,17.06,39.81,14.12,11.8,15.82,2.29
Berlin,DE,52.52,13.405,2026-02-02 20:00:00+00:00,2,249.6,0.0,16.39,40.76,14.48,11.81,15.82,2.24
Berlin,DE,52.52,13.405,2026-02-02 21:00:00+00:00,2,250.68,0.0,16.06,41.29,14.88,12.15,16.17,2.16
Berlin,DE,52.52,13.405,2026-02-02 22:00:00+00:00,2,253.53,0.0,15.93,41.07,15.29,12.8,16.85,2.03
Berlin,DE,52.52,13.405,2026-02-02 23:00:00+00:00,2,255.98,0.0,15.72,40.26,15.59,13.57,17.65,1.91
Berlin,DE,52.52,13.405,2026-02-03 00:00:00+00:00,2,258.5,0.0,15.44,39.44,15.92,14.35,18.46,1.82
Berlin,DE,52.52,13.405,2026-02-03 01:00:00+00:00,2,261.93,0.0,15.13,39.09,16.19,15.06,19.19,1.76
Berlin,DE,52.52,13.405,2026-02-03 02:00:00+00:00,2,264.75,0.0,14.74,38.8,16.34,15.6,19.72,1.72
Berlin,DE,52.52,13.405,2026-02-03 03:00:00+00:00,2,267.84,0.0,14.37,38.63,16.33,15.86,19.9,1.68
Berlin,DE,52.52,13.405,2026-02-03 04:00:00+00:00,2,268.12,0.0,13.84,38.48,15.9,15.62,19.47,1.6
Berlin,DE,52.52,13.405,2026-02-03 05:00:00+00:00,2,267.51,0.0,13.38,38.79,15.12,15.57,19.29,1.48
Berlin,DE,52.52,13.405,2026-02-03 06:00:00+00:00,2,266.2,0.0,13.4,39.31,14.15,15.41,18.94,1.37
Berlin,DE,52.52,13.405,2026-02-03 07:00:00+00:00,2,263.87,0.0,13.62,40.44,13.12,14.78,18.07,1.26
Berlin,DE,52.52,13.405,2026-02-03 08:00:00+00:00,2,258.57,0.05,13.65,42.11,12.05,13.81,16.85,1.17
Berlin,DE,52.52,13.405,2026-02-03 09:00:00+00:00,2,252.09,0.37,13.95,45.48,11.01,12.54,15.32,1.07
Berlin,DE,52.52,13.405,2026-02-03 10:00:00+00:00,2,247.2,0.95,13.32,49.99,10.25,11.54,14.19,1.02
Berlin,DE,52.52,13.405,2026-02-03 11:00:00+00:00,2,242.43,1.37,12.49,52.69,9.9,10.8,13.45,1.06
Berlin,DE,52.52,13.405,2026-02-03 12:00:00+00:00,2,238.06,1.49,12.07,54.19,9.73,10.15,12.86,1.11
Berlin,DE,52.52,13.405,2026-02-03 13:00:00+00:00,1,236.33,1.49,11.98,55.65,9.79,9.79,12.61,1.17
Berlin,DE,52.52,13.405,2026-02-03 14:00:00+00:00,1,233.57,0.96,12.65,55.66,9.85,9.51,12.37,1.22
Berlin,DE,52.52,13.405,2026-02-03 15:00:00+00:00,1,231.69,0.41,13.42,55.06,10.08,9.29,12.17,1.27
Berlin,DE,52.52,13.405,2026-02-03 16:00:00+00:00,1,231.64,0.06,13.93,54.24,10.41,9.21,12.05,1.34
Berlin,DE,52.52,13.405,2026-02-03 17:00:00+00:00,1,233.79,0.0,13.97,53.33,10.74,9.29,12.05,1.42
Berlin,DE,52.52,13.405,2026-02-03 18:00:00+00:00,1,237.47,0.0,14.09,52.35,10.96,9.43,12.07,1.44
Berlin,DE,52.52,13.405,2026-02-03 19:00:00+00:00,1,241.98,0.0,14.32,50.73,11.05,9.6,12.09,1.43
Berlin,DE,52.52,13.405,2026-02-03 20:00:00+00:00,2,248.2,0.0,14.67,48.9,11.21,10.05,12.46,1.44
Berlin,DE,52.52,13.405,2026-02-03 21:00:00+00:00,2,254.93,0.0,15.07,47.1,11.52,10.74,13.13,1.49
Berlin,DE,52.52,13.405,2026-02-03 22:00:00+00:00,2,260.74,0.0,15.42,45.31,10.97,11.38,13.55,1.38
Berlin,DE,52.52,13.405,2026-02-03 23:00:00+00:00,2,263.86,0.0,15.34,43.56,9.58,11.78,13.68,1.19
Berlin,DE,52.52,13.405,2026-02-04 00:00:00+00:00,2,265.71,0.0,14.96,42.29,8.36,11.8,13.48,1.09
Berlin,DE,52.52,13.405,2026-02-04 01:00:00+00:00,2,267.77,0.0,14.56,40.94,7.41,12.24,13.92,1.07
Berlin,DE,52.52,13.405,2026-02-04 02:00:00+00:00,2,270.79,0.0,14.25,39.47,6.91,12.94,14.73,1.22
Berlin,DE,52.52,13.405,2026-02-04 03:00:00+00:00,2,274.26,0.0,13.98,38.07,6.37,0.0,0.0,1.33
Berlin,DE,52.52,13.405,2026-02-04 04:00:00+00:00,2,277.74,0.0,13.83,36.6,5.79,14.11,16.06,1.4
Berlin,DE,52.52,13.405,2026-02-04 05:00:00+00:00,2,282.29,0.01,14.11,34.86,5.4,14.49,16.54,1.52
Berlin,DE,52.52,13.405,2026-02-04 06:00:00+00:00,2,292.97,0.04,16.0,32.04,5.34,15.21,17.44,1.49
Berlin,DE,52.52,13.405,2026-02-04 07:00:00+00:00,2,308.78,0.17,19.2,28.25,5.41,16.12,18.56,1.38
Berlin,DE,52.52,13.405,2026-02-04 08:00:00+00:00,2,321.08,0.75,21.29,25.92,5.47,16.84,19.49,1.35
Berlin,DE,52.52,13.405,2026-02-04 09:00:00+00:00,2,329.19,2.56,20.8,27.38,5.53,17.3,20.13,1.31
Berlin,DE,52.52,13.405,2026-02-04 10:00:00+00:00,2,331.6,4.5,18.29,30.82,5.3,0.0,0.0,1.14
Berlin,DE,52.52,13.405,2026-02-04 11:00:00+00:00,2,328.97,5.73,16.3,33.58,4.81,17.1,20.25,0.85
Berlin,DE,52.52,13.405,2026-02-04 12:00:00+00:00,2,325.98,6.31,15.39,35.67,4.65,17.14,20.5,0.73
Berlin,DE,52.52,13.405,2026-02-04 13:00:00+00:00,2,323.36,5.72,15.85,38.07,5.23,17.6,21.19,0.69
Berlin,DE,52.52,13.405,2026-02-04 14:00:00+00:00,2,319.23,3.74,18.17,37.46,5.55,18.16,21.92,0.64
Berlin,DE,52.52,13.405,2026-02-04 15:00:00+00:00,2,316.21,1.56,20.36,35.83,5.65,18.52,22.38,0.66
Berlin,DE,52.52,13.405,2026-02-04 16:00:00+00:00,2,311.39,0.23,20.83,35.31,5.78,18.64,22.49,0.7
Berlin,DE,52.52,13.405,2026-02-04 17:00:00+00:00,2,308.98,0.01,19.77,35.75,6.57,19.12,22.96,0.89
Berlin,DE,52.52,13.405,2026-02-04 18:00:00+00:00,2,307.81,0.01,18.73,36.29,7.64,19.96,23.85,1.01
Berlin,DE,52.52,13.405,2026-02-04 19:00:00+00:00,2,305.29,0.0,17.78,36.36,8.7,20.55,24.52,1.09
Berlin,DE,52.52,13.405,2026-02-04 20:00:00+00:00,2,303.31,0.0,17.05,36.55,9.51,20.72,24.72,1.15
Berlin,DE,52.52,13.405,2026-02-04 21:00:00+00:00,2,301.46,0.0,16.45,36.68,9.91,20.61,24.54,1.13
Berlin,DE,52.52,13.405,2026-02-04 22:00:00+00:00,2,300.47,0.0,15.84,37.12,9.64,20.15,23.35,0.92
Berlin,DE,52.52,13.405,2026-02-04 23:00:00+00:00,2,300.45,0.0,15.32,37.36,8.55,20.31,22.66,0.66
Berlin,DE,52.52,13.405,2026-02-05 00:00:00+00:00,2,301.68,0.0,15.15,37.16,7.8,21.03,22.91,0.5
Berlin,DE,52.52,13.405,2026-02-05 01:00:00+00:00,2,304.5,0.0,15.16,36.92,7.45,21.85,23.52,0.45
Berlin,DE,52.52,13.405,2026-02-05 02:00:00+00:00,2,304.67,0.0,14.96,36.72,7.24,22.33,23.78,0.49
Berlin,DE,52.52,13.405,2026-02-05 03:00:00+00:00,2,303.95,0.0,14.49,37.04,6.74,22.36,23.54,0.53
Berlin,DE,52.52,13.405,2026-02-05 04:00:00+00:00,2,299.51,0.0,13.79,37.19,6.06,21.75,22.75,0.61
Berlin,DE,52.52,13.405,2026-02-05 05:00:00+00:00,2,298.27,0.0,13.44,37.02,5.42,21.04,21.97,0.71
Berlin,DE,52.52,13.405,2026-02-05 06:00:00+00:00,2,301.8,0.01,14.21,35.89,4.89,20.46,21.36,0.78
Berlin,DE,52.52,13.405,2026-02-05 07:00:00+00:00,2,312.82,0.04,16.44,33.65,4.63,19.96,20.9,0.93
Berlin,DE,52.52,13.405,2026-02-05 08:00:00+00:00,2,323.05,0.31,19.01,30.92,4.67,19.41,20.49,1.19
Berlin,DE,52.52,13.405,2026-02-05 09:00:00+00:00,2,331.86,1.56,20.02,30.4,4.79,18.91,20.2,1.45
Berlin,DE,52.52,13.405,2026-02-05 10:00:00+00:00,2,340.84,3.27,20.01,31.11,4.81,18.62,20.31,1.78
Berlin,DE,52.52,13.405,2026-02-05 11:00:00+00:00,2,344.5,4.46,20.07,31.34,4.44,18.17,20.29,1.88
Berlin,DE,52.52,13.405,2026-02-05 12:00:00+00:00,2,344.19,5.06,20.48,31.6,4.49,17.65,20.11,2.09
Berlin,DE,52.52,13.405,2026-02-05 13:00:00+00:00,2,347.81,5.22,21.81,31.63,4.66,17.51,20.28,2.2
Berlin,DE,52.52,13.405,2026-02-05 14:00:00+00:00,2,350.93,4.53,24.51,28.98,4.12,17.31,20.33,1.97
Berlin,DE,52.52,13.405,2026-02-05 15:00:00+00:00,2,350.48,3.15,27.72,25.83,3.34,16.62,19.86,1.54
Berlin,DE,52.52,13.405,2026-02-05 16:00:00+00:00,2,348.65,1.75,30.6,23.07,2.61,15.71,19.05,1.08
Berlin,DE,52.52,13.405,2026-02-05 17:00:00+00:00,2,345.99,1.24,31.43,22.33,2.18,15.0,18.25,0.8
Berlin,DE,52.52,13.405,2026-02-05 18:00:00+00:00,2,344.38,1.16,30.66,23.53,2.04,14.64,17.57,0.63
Berlin,DE,52.52,13.405,2026-02-05 19:00:00+00:00,2,345.36,1.06,29.75,24.23,2.42,14.77,17.49,0.88
Berlin,DE,52.52,13.405,2026-02-05 20:00:00+00:00,2,354.0,1.13,29.64,23.8,3.03,15.66,18.32,1.3
Berlin,DE,52.52,13.405,2026-02-05 21:00:00+00:00,2,364.38,1.31,29.83,23.28,3.68,17.02,19.62,1.74
Berlin,DE,52.52,13.405,2026-02-05 22:00:00+00:00,2,371.22,1.35,29.97,22.78,4.1,18.33,20.84,2.11
Berlin,DE,52.52,13.405,2026-02-05 23:00:00+00:00,2,371.64,1.06,29.1,22.78,3.78,19.26,21.69,2.2
Berlin,DE,52.52,13.405,2026-02-06 00:00:00+00:00,2,367.74,0.7,27.47,23.29,3.08,19.9,22.2,2.05
Berlin,DE,52.52,13.405,2026-02-06 01:00:00+00:00,2,362.83,0.45,25.64,23.77,2.22,20.32,22.47,1.7
Berlin,DE,52.52,13.405,2026-02-06 02:00:00+00:00,2,358.88,0.33,24.03,24.04,1.72,20.64,22.74,1.6
Berlin,DE,52.52,13.405,2026-02-06 03:00:00+00:00,2,355.54,0.26,22.65,24.07,1.48,20.92,23.04,1.58
Berlin,DE,52.52,13.405,2026-02-06 04:00:00+00:00,2,351.43,0.2,21.5,24.01,1.38,21.08,23.25,1.59
Berlin,DE,52.52,13.405,2026-02-06 05:00:00+00:00,2,349.92,0.21,20.87,23.81,1.42,21.19,23.38,1.61
Berlin,DE,52.52,13.405,2026-02-06 06:00:00+00:00,2,357.32,0.57,21.87,22.53,1.9,21.54,23.81,1.71
